Authors,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,EID
"McCormick M., Bielefeldt A.R., Swan C.W., Paterson K.G.",Assessing students’ motivation to engage in sustainable engineering,2015,International Journal of Sustainability in Higher Education,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923316230&doi=10.1108%2fIJSHE-06-2013-0054&partnerID=40&md5=f940c4b60e40f90e81ff5ce50181c9c6,"Purpose – The purpose of this study was to design an assessment instrument to evaluate students’ attitudes toward sustainable engineering (SE). Factors that impact SE beliefs could then be explored. Design/methodology/approach – Using the definition of sustainability from the Brundtland report and expectancy value theory, students’ sentiment toward SE was evaluated using items to assess SE self-efficacy, SE value and SE affect. The survey was distributed at three diverse universities with 515 responses from students ranging from first year through graduate studies in a variety of engineering majors. The survey instrument was validated using principal components analysis, and internal reliability was established via high Cronbach’s alpha for each construct. Findings – Participation in more experiential, enriching learning experiences correlated to higher SE self-efficacy, value and affect. Extracurricular club involvement correlated with a lower self-efficacy but high SE value. Students who had participated in undergraduate research had a high SE self-efficacy, particularly in the environmental and social sub-scales. The students who participated in internships had high SE self-efficacy but lower SE affect. A greater number of volunteer hours correlated with increased SE affect. Female students possessed higher SE value and affect than male students, but self-efficacy was not significantly different. SE self-efficacy increased with academic rank. Originality/value – This is the first effort to measure engineering students’ attitudes toward SE using the three sub-scales of expectancy value theory and assessing correlations in these attributes with students’ participation in various learning experiences. © Emerald Group Publishing Limited.",Enriching learning experiences; Expectancy value theory; Gender; Self-efficacy; Student survey; Sustainable engineering,,2-s2.0-84923316230
"Salameh M., Mohammad S.M., Kiritchenko S.",Sentiment after translation: A case-study on Arabic social media posts,2015,"NAACL HLT 2015 - 2015 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Proceedings of the Conference",9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958171534&partnerID=40&md5=74f8df931a334279586cc35b42596209,"When text is translated from one language into another, sentiment is preserved to varying degrees. In this paper, we use Arabic social media posts as stand-in for source language text, and determine loss in sentiment predictability when they are translated into English, manually and automatically. As benchmarks, we use manually and automatically determined sentiment labels of the Arabic texts. We show that sentiment analysis of English translations of Arabic texts produces competitive results, w.r.t. Arabic sentiment analysis. We discover that even though translation significantly reduces the human ability to recover sentiment, automatic sentiment systems are still able to capture sentiment information from the translations. © 2015 Association for Computational Linguistics.",,Computational linguistics; Data mining; Linguistics; Natural language processing systems; Social networking (online); Arabic texts; Human abilities; Sentiment analysis; Social media; Source language; Translation (languages),2-s2.0-84958171534
"Phillips-Wren G., Hoskisson A.",An analytical journey towards big data,2015,Journal of Decision Systems,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924257755&doi=10.1080%2f12460125.2015.994333&partnerID=40&md5=5d5442c18d07a503afa386f2d2f5826c,"Companies are realising the potential value of data to gain insight into their customers and the power of analytics to guide decision-making. While many firms have invested in data-intensive customer relationship management (CRM) systems to develop long-term relationships with customers, the advent of ‘big data’ has led to even more challenges as companies struggle to both develop analytical capabilities for existing data and integrate information from these new data sources into their CRM decisions. In this paper, we employ a case study approach to identify management challenges in creating a data-driven organisation that has aspirations to incorporate big data into decision-making. The firm is an international franchiser in the hospitality industry with a centralised CRM team and well-known brands. Management challenges are identified through elite interviews and are associated with a customer dimension, CRM process dimension, organisational alignment dimension, and CRM outputs dimension. An experiment with sentiment analysis of customer social media data is performed to illustrate the unique barriers to integrating unstructured data as one form of big data into the firm’s current decision-making paradigm. © 2015 Taylor & Francis.",analytics; big data; customer relationship management; data-driven; decision-making; sentiment analysis; social media; Twitter,Data mining; Decision making; Information management; Public relations; Sales; Social networking (online); analytics; Customer relationship management; Data driven; Sentiment analysis; Social media; Twitter; Big data,2-s2.0-84924257755
"Patra B.G., Das D., Das A., Prasath R.",Shared task on sentiment analysis in Indian languages (SAIL) tweets - an overview,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955276318&doi=10.1007%2f978-3-319-26832-3_61&partnerID=40&md5=0d45bdc9bea08caa6996fe8346704c6a,"Sentiment Analysis in Twitter has been considered as a vital task for a decade from various academic and commercial perspectives. Several works have been performed on Twitter sentiment analysis or opinion mining for English in contrast to the Indian languages. Here, we summarize the objectives and evaluation of the sentiment analysis task in tweets for three Indian languages namely Bengali, Hindi and Tamil. This is the first attempt to sentiment analysis task in the context of Indian language tweets. The main objective of this task was to classify the tweets into positive, negative, and neutral polarity. For training and testing purpose, the tweets from each language were provided. Each of the participating teams was asked to submit two systems, constrained and unconstrained systems for each of the languages. We ranked the systems based on the accuracy of the systems. Total of six teams submitted the results and the maximum accuracy achieved for Bengali, Hindi, and Tamil are 43.2%, 55.67%, and 39.28% respectively. © Springer International Publishing Switzerland 2015.",Bengali; Hindi; Sentiment analysis; Tamil; Tweets,Computational linguistics; Social networking (online); Bengalis; Hindi; Sentiment analysis; Tamil; Tweets; Data mining,2-s2.0-84955276318
"Muhammad K., Lawlor A., Rafter R., Smyth B.",Great explanations: Opinionated explanations for recommendations,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951963322&doi=10.1007%2f978-3-319-24586-7_17&partnerID=40&md5=8441efc7d73f307ece346e7d72dde2bb,"Explaining recommendations helps users to make better decisions. We describe a novel approach to explanation for recommender systems, one that drives the recommendation ranking process, while at the same time providing the user with useful insights into the reason why items have been recommended and the trade-offs they may need to consider when making their choice. We describe this approach in the context of a case-based recommender system that harnesses opinions mined from user-generated reviews, and evaluate it on TripAdvisor hotel data. © Springer International Publishing Switzerland 2015.",Case-based reasoning; Explanations; Opinion mining; Recommender systems; Sentiment analysis,Data mining; Digital storage; Economic and social effects; Recommender systems; Case based; Explanations; Opinion mining; Ranking process; Sentiment analysis; Trade off; User-generated; Case based reasoning,2-s2.0-84951963322
"Bretan M., Hoffman G., Weinberg G.",Emotionally expressive dynamic physical behaviors in robots,2015,International Journal of Human Computer Studies,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923532559&doi=10.1016%2fj.ijhcs.2015.01.006&partnerID=40&md5=29b9da176797e283f51868db31272715,"For social robots to respond to humans in an appropriate manner, they need to use apt affect displays, revealing underlying emotional intelligence. We present an artificial emotional intelligence system for robots, with both a generative and a perceptual aspect. On the generative side, we explore the expressive capabilities of an abstract, faceless, creature-like robot, with very few degrees of freedom, lacking both facial expressions and the complex humanoid design found often in emotionally expressive robots. We validate our system in a series of experiments: in one study, we find an advantage in classification for animated vs static affect expressions and advantages in valence and arousal estimation and personal preference ratings for both animated vs static and physical vs on-screen expressions. In a second experiment, we show that our parametrically generated expression variables correlate with the intended user affect perception. Combining the generative system with a perceptual component of natural language sentiment analysis, we show in a third experiment that our automatically generated affect responses cause participants to show signs of increased engagement and enjoyment compared with arbitrarily chosen comparable motion parameters. © 2015 Elsevier Ltd. All rights reserved.",Affective computing; Emotion; Expression; Human robotic interaction; Sentiment analysis,Data mining; Degrees of freedom (mechanics); Machine design; Motion analysis; Natural language processing systems; Robots; Affective Computing; Emotion; Expression; Human-Robotic interaction; Sentiment analysis; Intelligent robots,2-s2.0-84923532559
"Franco-Salvador M., Cruz F.L., Troyano J.A., Rosso P.",Cross-domain polarity classification using a knowledge-enhanced meta-classifier,2015,Knowledge-Based Systems,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938416062&doi=10.1016%2fj.knosys.2015.05.020&partnerID=40&md5=ef36894c4922b0d7c85f5909298911bb,"Current approaches to single and cross-domain polarity classification usually use bag of words, n-grams or lexical resource-based classifiers. In this paper, we propose the use of meta-learning to combine and enrich those approaches by adding also other knowledge-based features. In addition to the aforementioned classical approaches, our system uses the BabelNet multilingual semantic network to generate features derived from word sense disambiguation and vocabulary expansion. Experimental results show state-of-the-art performance on single and cross-domain polarity classification. Contrary to other approaches, ours is generic. These results were obtained without any domain adaptation technique. Moreover, the use of meta-learning allows our approach to obtain the most stable results across domains. Finally, our empirical analysis provides interesting insights on the use of semantic network-based features. © 2015 Elsevier B.V. All rights reserved.",Cross-domain polarity classification; Meta-learning; Semantic network; Sentiment analysis; Word sense disambiguation,Knowledge based systems; Semantics; Metalearning; Polarity classification; Semantic network; Sentiment analysis; Word Sense Disambiguation; Natural language processing systems,2-s2.0-84938416062
"Rodrigues R.G., das Dores R.M., Camilo-Junior C.G., Rosa T.C.",SentiHealth-Cancer: A sentiment analysis tool to help detecting mood of patients in online social networks,2014,International Journal of Medical Informatics,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951011189&doi=10.1016%2fj.ijmedinf.2015.09.007&partnerID=40&md5=17fb4cb9e88b536026a8bb4e6ee10fb3,"Background: Cancer is a critical disease that affects millions of people and families around the world. In 2012 about 14.1 million new cases of cancer occurred globally. Because of many reasons like the severity of some cases, the side effects of some treatments and death of other patients, cancer patients tend to be affected by serious emotional disorders, like depression, for instance. Thus, monitoring the mood of the patients is an important part of their treatment. Many cancer patients are users of online social networks and many of them take part in cancer virtual communities where they exchange messages commenting about their treatment or giving support to other patients in the community. Most of these communities are of public access and thus are useful sources of information about the mood of patients. Based on that, Sentiment Analysis methods can be useful to automatically detect positive or negative mood of cancer patients by analyzing their messages in these online communities. Objective: The objective of this work is to present a Sentiment Analysis tool, named SentiHealth-Cancer (SHC-pt), that improves the detection of emotional state of patients in Brazilian online cancer communities, by inspecting their posts written in Portuguese language. The SHC-pt is a sentiment analysis tool which is tailored specifically to detect positive, negative or neutral messages of patients in online communities of cancer patients. We conducted a comparative study of the proposed method with a set of general-purpose sentiment analysis tools adapted to this context. Methods: Different collections of posts were obtained from two cancer communities in Facebook. Additionally, the posts were analyzed by sentiment analysis tools that support the Portuguese language (Semantria and SentiStrength) and by the tool SHC-pt, developed based on the method proposed in this paper called SentiHealth. Moreover, as a second alternative to analyze the texts in Portuguese, the collected texts were automatically translated into English, and submitted to sentiment analysis tools that do not support the Portuguese language (AlchemyAPI and Textalytics) and also to Semantria and SentiStrength, using the English option of these tools. Six experiments were conducted with some variations and different origins of the collected posts. The results were measured using the following metrics: precision, recall, F1-measure and accuracy. Results: The proposed tool SHC-pt reached the best averages for accuracy and F1-measure (harmonic mean between recall and precision) in the three sentiment classes addressed (positive, negative and neutral) in all experimental settings. Moreover, the worst accuracy value (58%) achieved by SHC-pt in any experiment is 11.53% better than the greatest accuracy (52%) presented by other addressed tools. Finally, the worst average F1 (48.46%) reached by SHC-pt in any experiment is 4.14% better than the greatest average F1 (46.53%) achieved by other addressed tools. Thus, even when we compare the SHC-pt results in complex scenario versus others in easier scenario the SHC-pt is better. Conclusions: This paper presents two contributions. First, it proposes the method SentiHealth to detect the mood of cancer patients that are also users of communities of patients in online social networks. Second, it presents an instantiated tool from the method, called SentiHealth-Cancer (SHC-pt), dedicated to automatically analyze posts in communities of cancer patients, based on SentiHealth. This context-tailored tool outperformed other general-purpose sentiment analysis tools at least in the cancer context. This suggests that the SentiHealth method could be instantiated as other disease-based tools during future works, for instance SentiHealth-HIV, SentiHealth-Stroke and SentiHealth-Sclerosis. © 2015.",Cancer; Facebook; Online social networks; Opinion mining; Sentiment analysis,Complex networks; Computational linguistics; Data mining; Diseases; Online systems; Patient treatment; Virtual reality; Websites; Cancer; Facebook; On-line social networks; Opinion mining; Sentiment analysis; Social networking (online); accuracy; Article; Brazil; cancer patient; cancer research; clinical assessment tool; comparative study; emotion; evaluation study; human; interpersonal communication; mood; online monitoring; outcome assessment; priority journal; sentihealth cancer; social network; affect; Internet; neoplasm; psychology; social support; Affect; Humans; Internet; Neoplasms; Social Support,2-s2.0-84951011189
"Wallace B.C., Paul M.J., Sarkar U., Trikalinos T.A., Dredze M.",A large-scale quantitative analysis of latent factors and sentiment in online doctor reviews,2014,Journal of the American Medical Informatics Association : JAMIA,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929047572&doi=10.1136%2famiajnl-2014-002711&partnerID=40&md5=bb311dea1e446c499d9bae26d63cdd4c,"Online physician reviews are a massive and potentially rich source of information capturing patient sentiment regarding healthcare. We analyze a corpus comprising nearly 60,000 such reviews with a state-of-the-art probabilistic model of text. We describe a probabilistic generative model that captures latent sentiment across aspects of care (eg, interpersonal manner). We target specific aspects by leveraging a small set of manually annotated reviews. We perform regression analysis to assess whether model output improves correlation with state-level measures of healthcare. We report both qualitative and quantitative results. Model output correlates with state-level measures of quality healthcare, including patient likelihood of visiting their primary care physician within 14 days of discharge (p=0.03), and using the proposed model better predicts this outcome (p=0.10). We find similar results for healthcare expenditure. Generative models of text can recover important information from online physician reviews, facilitating large-scale analyses of such reviews. Published by the BMJ Publishing Group Limited. For permission to use (where not already granted under a licence) please go to http://group.bmj.com/group/rights-licensing/permissions.",natural language processing; physician reviews; social media; topic modeling,"doctor patient relation; evaluation study; health care quality; Internet; patient satisfaction; physician; regression analysis; standards; statistical model; United States; Internet; Models, Statistical; Patient Satisfaction; Physician-Patient Relations; Physicians; Quality of Health Care; Regression Analysis; United States",2-s2.0-84929047572
"Duan J., Zeng J., Luo B.",Identification of opinion leaders based on user clustering and sentiment analysis,2014,"Proceedings - 2014 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology - Workshops, WI-IAT 2014",9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931676242&doi=10.1109%2fWI-IAT.2014.59&partnerID=40&md5=badeb6bb1d44ebf85826fa94e9eecc9a,"Opinion leaders play an important role in influencing topics of discussion among a group of persons. Hence, identification of opinion leaders has receive recent attention. Specifically, discovering opinion leaders in a Web-based stock message board might be valuable for many investors. Current methods for finding opinion leaders mainly concentrate on a graph of user connections, and thus leads to large amount of computation. On the other hand, opinions in user message are usually ignored so that the effectiveness in finding opinion leaders is very limited. In the paper, a new method is proposed to recognize opinion leaders in Web-based stock message boards. We combine clustering algorithm and sentiment analysis to address the two problems in current methods. Features of user activities are calculated based on messages posted on the board, then clustering algorithm is applied to the user data and generate clusters which contain potential opinion leaders. Next, we employ sentiment analysis to candidates and associate the sentiment with the actual price movement trend. By this means, opinion leaders can be well discovered since good ability in analyzing stock market is considered as skills of Influential users. Comparative experiments on a data set which contains real discussions and stock messages are conducted and the effectiveness of the proposed method is evaluated. © 2014 IEEE.",,Data mining; Investments; Social networking (online); Websites; Comparative experiments; Influential users; Message boards; Opinion leaders; Price movement; Sentiment analysis; User activity; User clustering; Clustering algorithms,2-s2.0-84931676242
"Xie Y., Chen Z., Zhang K., Cheng Y., Honbo D.K., Agrawal A., Choudhary A.N.",MuSES: Multilingual sentiment elicitation system for social media data,2014,IEEE Intelligent Systems,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907618829&doi=10.1109%2fMIS.2013.52&partnerID=40&md5=94edf5b8ceb5005b3021af8d296aeda0,The rapid growth in volume of user-generated Web texts from social network sites such as Facebook and Twitter drives us to analyze unstructured textual data through computational techniques with minimal manual intervention. Identifying their sentiments becomes an important challenge. © 2001-2011 IEEE.,computer-mediated communication; Facebook; information retrieval; intelligent systems; multilingual sentiment identification; sentiment analysis; Twitter,Intelligent systems; Computer-mediated communication; Facebook; Sentiment analysis; Social media datum; Twitter; Information retrieval,2-s2.0-84907618829
"Wang H., Liu L., Song W., Lu J.",Feature-based sentiment analysis approach for product reviews,2014,Journal of Software,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894468713&doi=10.4304%2fjsw.9.2.274-279&partnerID=40&md5=7a885021462e11d149093961875c60cc,"The researches and applications of sentiment analysis become increasingly important with the rapid growth of online reviews. But traditional sentiment analysis models have been lacking in concern on the modifying relationship between words for sentiment analysis of Chinese reviews, and limit the development of opinion mining. This paper proposes a feature-based vector model and a novel weighting algorithm for sentiment analysis of Chinese product reviews. It considers both modifying relationships between words and punctuations in review texts. Specifically, it can classify reviews into two categories, i.e., positive and negative, and can also represent the sentiment strength by adverb of degree. Moreover, a novel feature extraction method based on dependency parsing is presented to identify the corresponding aspects that opinions words modify. We conduct some experiments to evaluate our algorithms, and demonstrate that the proposed approaches are efficient and promising. © 2014 Academy Publisher.",Dependency parsing; Polarity classification; Sentiment analysis,,2-s2.0-84894468713
"Kanavos A., Perikos I., Vikatos P., Hatzilygeroudis I., Makris C., Tsakalidis A.",Modeling ReTweet diffusion using emotional content,2014,IFIP Advances in Information and Communication Technology,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921788019&partnerID=40&md5=b59de465372f1f6246e1f4755013001c,"In this paper we present a prediction model for forecasting the depth and the width of ReTweeting using data mining techniques. The proposed model utilizes the analyzers of tweet emotional content based on Ekman emotional model, as well as the behavior of users in Twitter. In following, our model predicts the category of ReTweeting diffusion. The model was trained and validated with real data crawled by Twitter. The aim of this model is the estimation of spreading of a new post which could be retweeted by the users in a particular network. The classification model is intended as a tool for sponsors and people of marketing to specify the tweets that spread more in Twitter network. IFIP International Federation for Information Processing 2014.",Microblogging; ReTweet Modeling; Sentiment Analysis; Tweet Emotion Recognition,Social networking (online); Classification models; Content-based; Emotion recognition; Emotional models; International Federation for Information Processing; Microblogging; Prediction model; Sentiment analysis; Data mining,2-s2.0-84921788019
"Ralston M.R., O'Neill S., Wigmore S.J., Harrison E.M.",An exploration of the use of social media by surgical colleges,2014,International Journal of Surgery,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918780780&doi=10.1016%2fj.ijsu.2014.10.035&partnerID=40&md5=43d698cb64b7feb6e150bbc23e36e5e0,"Background: Social media use has become common for organisations in surgery, however the nature and reach of these communications is unknown. This study aimed to characterise and compare the use of ""Twitter"" by five prominent organisations in surgery. Study Design: Data were collected from Twitter and the scale, reach, nature and sentiment of messages analysed. Message influence was determined and content analysed by frequency and association using hierarchical clustering and network analysis. Poisson regression was used to compare institutional message and ""re-tweet"" counts. Results: 7712 messages were analysed from a four-year period up to 13th April 2013. The American College of Surgeons (ACS) had tweeted most and posted the greatest number of messages per day (3.3/day). The number of followers reflects social reach and the Royal College of Surgeons of England (RCSEng) had the greatest number (11,600) followed by the ACS (7320). The number of ""retweets"" a message receives is a measure of influence with the RCSEng (2.0) demonstrating a significantly greater count than the Royal College of Surgeons of Ireland (RCSI; 0.8, p<0.001) and the ACS (1.3, p<0.001). Followers of the RCSEng and ACS appeared most influential. Terms relating to education feature prominently in messages posted by the RCSEng and RCSEd, but less so in those from the RCSI and ACS. Education and training terms were highly correlated with ""events"". Conclusions: Surgical colleges have significant international reach through social media. UK colleges frequently communicate about education/training opportunities while the ACS focuses on patient-related matters. Only one organisation was found to have an explicit social media policy, which would be considered best practice and can focus on-line activity. © 2014 Surgical Associates Ltd.",Education & training; Organisational policy; Public influence; Social media; Surgical colleges,"Article; human; Ireland; medical school; medical student; social media; social network; surgeon; surgical training; United Kingdom; England; general surgery; interpersonal communication; medical society; Poisson distribution; social media; statistics and numerical data; time factor; United States; utilization; Communication; England; General Surgery; Humans; Ireland; Poisson Distribution; Social Media; Societies, Medical; Time Factors; United States",2-s2.0-84918780780
"Terrana D., Augello A., Pilato G.",Automatic unsupervised polarity detection on a twitter data stream,2014,"Proceedings - 2014 IEEE International Conference on Semantic Computing, ICSC 2014",9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906974590&doi=10.1109%2fICSC.2014.17&partnerID=40&md5=e52211941250a5a5d60b75df54e7f68c,"In this paper we propose a simple and completely automatic methodology for analyzing sentiment of users in Twitter. Firstly, we built a Twitter corpus by grouping tweets expressing positive and negative polarity through a completely automatic procedure by using only emoticons in tweets. Then, we have built a simple sentiment classifier where an actual stream of tweets from Twitter is processed and its content classified as positive, negative or neutral. The classification is made without the use of any pre-defined polarity lexicon. The lexicon is automatically inferred from the streaming of tweets. Experimental results show that our method reduces human intervention and, consequently, the cost of the whole classification process. We observe that our simple system captures polarity distinctions matching reasonably well the classification done by human judges. © 2014 IEEE.",Opinion Mining; Polarity; Sentiment Analysis; Text Classification; Twitter,Classification (of information); Data mining; Semantics; Text processing; Opinion mining; Polarity; Sentiment analysis; Text classification; Twitter; Social networking (online),2-s2.0-84906974590
"Huesch M.D., Currid-Halkett E., Doctor J.N.","Public hospital quality report awareness: Evidence from national and Californian internet searches and social media mentions, 2012",2014,BMJ Open,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897538977&doi=10.1136%2fbmjopen-2013-004417&partnerID=40&md5=9979b65e82ae19dfd808074c0330673c,"Objectives: Publicly available hospital quality reports seek to inform consumers of important healthcare quality and affordability attributes, and may inform consumer decision-making. To understand how much consumers search for such information online on one Internet search engine, whether they mention such information in social media and how positively they view this information. Setting and design: A leading Internet search engine (Google) was the main focus of the study. Google Trends and Google Adwords keyword analyses were performed for national and Californian searches between 1 August 2012 and 31 July 2013 for keywords related to 'top hospital' , best hospital', and 'hospital quality ', as well as for six specific hospital quality reports. Separately, a proprietary social media monitoring tool was used to investigate blog, forum, social media and traditional media mentions of, and sentiment towards, major public reports of hospital quality in California in 2012. Primary outcome measures: (1) Counts of searches for keywords performed on Google; (2) counts of and (3) sentiment of mentions of public reports on social media. Results: National Google search volume for 75 hospital quality-related terms averaged 610 700 searches per month with strong variation by keyword and by state. A commercial report (Healthgrades) was more commonly searched for nationally on Google than the federal government's Hospital Compare, which otherwise dominated quality-related search terms. Social media references in California to quality reports were generally few, and commercially produced hospital quality reports were more widely mentioned than state (Office of Statewide Healthcare Planning and Development (OSHPD)), or non-profit (CalHospitalCompare) reports. Conclusions: Consumers are somewhat aware of hospital quality based on Internet search activity and social media disclosures. Public stakeholders may be able to broaden their quality dissemination initiatives by advertising on Google or Twitter and using social media interactively with consumers looking for relevant information.",,"algorithm; article; consumer; government; health care quality; health care system; hospital; human; Internet; patient safety; patient satisfaction; public hospital; scoring system; search engine; social media; United States; awareness; California; information dissemination; information seeking; Internet; public hospital; research; search engine; standards; Awareness; California; Hospitals, Public; Humans; Information Dissemination; Information Seeking Behavior; Internet; Quality of Health Care; Research Report; Search Engine; Social Media; United States",2-s2.0-84897538977
Al-Khazali O.,Revisiting fast profit investor sentiment and stock returns during Ramadan,2014,International Review of Financial Analysis,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902199425&doi=10.1016%2fj.irfa.2014.02.003&partnerID=40&md5=1047edf7d8b1579cc4ba3f43480f3383,"Using stochastic dominance (SD) approach, this paper revisits the Ramadan effect in the stock returns of 15 Muslim countries and altogether as a portfolio. Our study is motivated by the preferred statistical attributes of SD analysis. Specifically, SD requires no normal distribution of returns assumption and it imposes few restrictions on investors' risk-return tradeoff preference. Our results indicate that the Ramadan effect exists in most of Muslim countries used in the study during the sub-periods 1996-2000 and 2001-2006 and in the portfolio during the sub-period 1995-2007. However, its magnitude diminishes during the global financial crisis period (2007-2012). The findings of this paper indicate that previous results are not an artifact deriving from violations of distributional assumptions. We conclude that risk-averse investors would benefit from increased utility by switching from non-Ramadan to Ramadan. © 2014 Elsevier Inc.",Calendar anomaly; Market efficiency; Ramadan effect; Stochastic dominance,,2-s2.0-84902199425
"Chen Y.-Y., Chen T., Hsu W.H., Liao H.-Y.M., Chang S.-F.",Predicting viewer affective comments based on image content in social media,2014,ICMR 2014 - Proceedings of the ACM International Conference on Multimedia Retrieval 2014,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899759732&doi=10.1145%2f2578726.2578756&partnerID=40&md5=951cf57817f3384d2a09d3b24590057b,"Visual sentiment analysis is getting increasing attention be- cause of the rapidly growing amount of images in online social interactions and several emerging applications such as online propaganda and advertisement. Recent studies have shown promising progress in analyzing visual affect concepts intended by the media content publisher. In contrast, this paper focuses on predicting what viewer affect concepts will be triggered when the image is perceived by the viewers. For example, given an image tagged with \yummy food,"" the viewers are likely to comment \delicious"" and \hungry,"" which we refer to as viewer affect concepts (VAC) in this paper. To the best of our knowledge, this is the first work ex- plicitly distinguishing intended publisher affect concepts and induced viewer affect concepts associated with social visual content, and aiming at understanding their correlations. We present around 400 VACs automatically mined from million- scale real user comments associated with images in social media. Furthermore, we propose an automatic visual based approach to predict VACs by first detecting publisher affect concepts in image content and then applying statistical correlations between such publisher affect concepts and the VACs. We demonstrate major benefits of the proposed methods in several real-world tasks - recommending images to invoke certain target VACs among viewers, increasing the accuracy of predicting VACs by 20.1% and finally developing a social assistant tool that may suggest plausible, content- specific and desirable comments when users view new images. Copyright is held by the owner/author(s).",Comment assistant; Social multimedia; Viewer affect concept; Visual sentiment analysis,Data mining; Comment assistant; Emerging applications; Real-world task; Sentiment analysis; Social interactions; Social multimedia; Statistical correlation; Viewer affect concept; Forecasting,2-s2.0-84899759732
"Kundi F.M., Ahmad S., Khan A., Asghar M.Z.",Detection and scoring of Internet Slangs for sentiment analysis using SentiWordNet,2014,Life Science Journal,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901293039&partnerID=40&md5=83664c631042539c53a7376f7304ebf8,"The online information explosion has created great challenges and opportunities for both information producers and consumers. Understanding customer's feelings, perceptions and satisfaction is a key performance indicator for running successful business. Sentiment analysis is the digital recognition of public opinions, feelings, emotions and attitudes. People express their views about products, events or services using social networking services. These reviewers excessively use Slangs and acronyms to express their views. Therefore, Slang's analysis is essential for sentiment recognition. This paper presents a framework for detection and scoring of Internet Slangs (DSIS) using SentiWordNet in conjunction with other lexical resources. The comparative results show that proposed system outperforms the existing systems.",Microblogs; Semantic Orientation; Sentiment Analysis; Slangs; Social Media,,2-s2.0-84901293039
"Kempter R., Sintsova V., Musat C., Pu P.",EmotionWatch: Visualizing fine-grained emotions in event-related tweets,2014,"Proceedings of the 8th International Conference on Weblogs and Social Media, ICWSM 2014",9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909954431&partnerID=40&md5=97615c5bb741fb4937eb915e35bddf28,"Spectators are increasingly using social platforms to express their opinions and share their emotions during big public events. Those reactions reveal the subjective perception of the event and extend its understanding. This has motivated us to develop a system to explore and visualize volume, patterns, and trends of user sentiments as they evolve over time. Previous work in sentiment analysis and opinion mining has addressed these issues. But the majority of them distinguish only two polarity categories, leaving a more detailed and insightful analysis to be desired. In this paper, we suggest using a finegrained, multi-category emotion model to classify and visualize users' emotional reactions in public events. We describe EmotionWatch, a tool that constructs visual summaries of public emotions, and apply it to the 2012 Olympics as a test case. We report findings from a user study evaluating the usability of the tool and validating the emotion model. Results show that users prefer a more detailed inspection of public emotions over the simplified analysis. Despite its complexity, users were able to effectively grasp, understand, and interpret the emotional reactions using EmotionWatch. The same user study also pointed out few design improvements for the future development of analogous systems. Copyright © 2014, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,Data mining; Analogous systems; Design improvements; Emotion modeling; Emotional reactions; Opinion mining; Sentiment analysis; Simplified analysis; Subjective perceptions; Social networking (online),2-s2.0-84909954431
